iter	MultiClass
520	0.6807144754
521	0.6806006433
522	0.6804126643
523	0.6803149292
524	0.6801715569
525	0.6800697111
526	0.6798690816
527	0.6797085342
528	0.6795511058
529	0.6793425624
530	0.679217663
531	0.6790211244
532	0.6788607984
533	0.6787404677
534	0.6785986453
535	0.6784825798
536	0.6783274759
537	0.6782205126
538	0.6781349572
539	0.6780237357
540	0.677916651
541	0.6777957904
542	0.6776868815
543	0.6775963401
544	0.6774791851
545	0.6773142441
546	0.6771707638
547	0.6769659059
548	0.6768638594
549	0.6766736623
550	0.676519617
551	0.6764267453
552	0.6762345964
553	0.6761036552
554	0.6759745739
555	0.675834185
556	0.6756690422
557	0.6754816696
558	0.6753251564
559	0.6752432103
560	0.6751450378
561	0.6749605334
562	0.6748095733
563	0.6747202924
564	0.6744692704
565	0.6743629618
566	0.6742403639
567	0.6740560775
568	0.673936362
569	0.6737813004
570	0.673643729
571	0.6734924181
572	0.6733184171
573	0.6731633062
574	0.6730450401
575	0.6729221521
576	0.6728375252
577	0.6727397723
578	0.6725328982
579	0.672389261
580	0.6721812977
581	0.6720657742
582	0.6719743013
583	0.6717683271
584	0.6716430296
585	0.6714929159
586	0.6713280392
587	0.671226107
588	0.6710972547
589	0.6710080786
590	0.6709051199
591	0.6707788755
592	0.6706828219
593	0.6705623667
594	0.6704163688
595	0.6702943382
596	0.6700970925
597	0.6699521368
598	0.6698316388
599	0.6697308828
600	0.6696019893
601	0.6694700865
602	0.6693335113
603	0.6691383157
604	0.6690318098
605	0.6688862528
606	0.6686808076
607	0.6685415211
608	0.6684063508
609	0.6682747703
610	0.6681775398
611	0.6680877533
612	0.6679743329
613	0.6678230325
614	0.6677136488
615	0.6676055089
616	0.6674613434
617	0.6673332102
618	0.6672700698
619	0.6671806239
620	0.6671004097
621	0.6669776893
622	0.6668542985
623	0.6667078386
624	0.6666428656
625	0.6665253001
626	0.666438059
627	0.6662884407
628	0.666195146
629	0.666050176
630	0.6659043375
631	0.6658003978
632	0.6656540729
633	0.6655719092
634	0.6654613325
635	0.6653219782
636	0.6652025898
637	0.6650588416
638	0.665001334
639	0.6648881108
640	0.6646432973
641	0.6644390761
642	0.6643566177
643	0.6642475638
644	0.6641493796
645	0.6640338342
646	0.6639395109
647	0.6638345155
648	0.6637114374
649	0.6635485196
650	0.6634775499
651	0.6633868035
652	0.6632937046
653	0.6632135894
654	0.6630930689
655	0.6629977457
656	0.6628691812
657	0.6627646334
658	0.6626230987
659	0.6625435623
660	0.6624237643
661	0.6623256776
662	0.6622150007
663	0.6621238464
664	0.6620090545
665	0.6619350878
666	0.6618407699
667	0.6617359835
668	0.6616329826
669	0.661552081
670	0.6613441013
671	0.6612584548
672	0.6611882378
673	0.6611187444
674	0.6609820912
675	0.660852105
676	0.6607461526
677	0.6606733024
678	0.6605220209
679	0.6603816851
680	0.6602780976
681	0.6601646594
682	0.660066707
683	0.6599219991
684	0.6598246568
685	0.6596770509
686	0.6595374478
687	0.65942825
688	0.6593509448
689	0.6591988814
690	0.6590662053
691	0.6589008279
692	0.6587232795
693	0.6586227789
694	0.6584663397
695	0.6583706084
696	0.6582534311
697	0.6581773137
698	0.6579407136
699	0.657741911
700	0.6576063272
701	0.6574262938
702	0.6573178068
703	0.657194685
704	0.6570497122
705	0.6569214377
706	0.6568247183
707	0.6567025126
708	0.6565915116
709	0.6564796781
710	0.6563233342
711	0.6561687693
712	0.6560589393
713	0.6559347609
714	0.65581804
715	0.6556766473
716	0.6556020471
717	0.6554499967
718	0.6553691491
719	0.6552554673
720	0.6551439863
721	0.6550421598
722	0.6548963221
723	0.6548275761
724	0.6547136207
725	0.6546076992
726	0.6545121741
727	0.6543665303
728	0.6542768784
729	0.6541720661
730	0.6540342316
731	0.6538762093
732	0.6537668149
733	0.6535848129
734	0.6534148036
735	0.6532770883
736	0.6531374352
737	0.653021835
738	0.6529336621
739	0.6528175365
740	0.6526892224
741	0.6525342751
742	0.6524618535
743	0.6523563808
744	0.6522469043
745	0.6521785196
746	0.6521001359
747	0.6519285194
748	0.6518307516
749	0.6516752423
750	0.6515826774
751	0.6514651507
752	0.6513431908
753	0.6512508249
754	0.6511574346
755	0.6510406741
756	0.6509803982
757	0.6508784273
758	0.650800881
759	0.6507134511
760	0.6506214268
761	0.6505248947
762	0.6504071987
763	0.6503395243
764	0.650178561
765	0.6500999107
766	0.6499844942
767	0.6498839672
768	0.649801992
769	0.6496936066
770	0.6495987013
771	0.6494477325
772	0.6493928198
773	0.6492849598
774	0.6491820376
775	0.6491062135
776	0.648964899
777	0.6488854213
778	0.6487539906
779	0.6486228122
780	0.6485265211
781	0.6484068085
782	0.648308929
783	0.6482200799
784	0.6480792317
785	0.6479426898
786	0.6477875875
787	0.6476693815
788	0.6476021036
789	0.6474556453
790	0.6473756389
791	0.6471786885
792	0.6470254797
793	0.6469135297
794	0.6468493701
795	0.6466848998
796	0.6465916455
797	0.6465072662
798	0.6463556517
799	0.6462905182
800	0.6461950032
801	0.6460797777
802	0.6460005746
803	0.6459230585
804	0.645821292
805	0.6457274811
806	0.6455761368
807	0.6454750325
808	0.6453373071
809	0.6452360034
810	0.6451296731
811	0.6450519802
812	0.6449578919
813	0.6448676063
814	0.6447882982
815	0.6446800665
816	0.6446160962
817	0.6445339915
818	0.6444681216
819	0.6443279514
820	0.6442133024
821	0.6441034445
822	0.6440027635
823	0.6438853341
824	0.6437581772
825	0.6436435542
826	0.6435654666
827	0.6434674442
828	0.643414456
829	0.6432466465
830	0.6431459635
831	0.643033195
832	0.6429702024
833	0.6427573838
834	0.6426290916
835	0.6425240225
836	0.6423510347
837	0.6422361862
838	0.6421198531
839	0.6419998546
840	0.6418924563
841	0.6417996264
842	0.6417051572
843	0.6416098602
844	0.6415549703
845	0.6414111761
846	0.6413345217
847	0.6412520938
848	0.6411329005
849	0.6410650547
850	0.6409386647
851	0.6407763259
852	0.6407130106
853	0.6406475368
854	0.6405495242
855	0.640422462
856	0.6402785796
857	0.6401945315
858	0.6400628424
859	0.6399856549
860	0.6398832187
861	0.6397487435
862	0.6396210233
863	0.639479038
864	0.6393523333
865	0.6392711739
866	0.6391049977
867	0.6390128623
868	0.6389299478
869	0.6388142475
870	0.6386889184
871	0.6386038324
872	0.6384631616
873	0.6383940004
874	0.6382841515
875	0.6381783161
876	0.6380810073
877	0.6379712605
878	0.6378139253
879	0.6377009724
880	0.6376219073
881	0.6375049824
882	0.637413674
883	0.6373416712
884	0.6372625745
885	0.6371653639
886	0.6370941785
887	0.6369926267
888	0.6369410222
889	0.6368544352
890	0.6367315402
891	0.6366607461
892	0.6365473753
893	0.6364124886
894	0.6363008611
895	0.636193035
896	0.6361198076
897	0.6360486871
898	0.6359726839
899	0.6359111235
900	0.6358238647
901	0.6357503039
902	0.6356545633
903	0.6355533189
904	0.6354367921
905	0.6353186058
906	0.6352207742
907	0.6351530199
908	0.6351087726
909	0.6350168905
910	0.6348967697
911	0.6347749873
912	0.6346899823
913	0.6345655699
914	0.6344790925
915	0.6344073521
916	0.6343292776
917	0.6341958826
918	0.6340969573
919	0.6340133416
920	0.6338041396
921	0.6336664657
922	0.6335661151
923	0.6334102258
924	0.6333218539
925	0.6332476421
926	0.6331520518
927	0.6330243261
928	0.6328456998
929	0.6327719048
930	0.6326885519
931	0.6326116696
932	0.6324854179
933	0.6324396263
934	0.6323421973
935	0.6322838976
936	0.6321497869
937	0.6320508211
938	0.6319513514
939	0.6318122135
940	0.6316495459
941	0.6315450233
942	0.6314532538
943	0.6313382853
944	0.6312420668
945	0.6311581997
946	0.6310440709
947	0.6309456723
948	0.6307910098
949	0.6307042191
950	0.6305488238
951	0.6304456531
952	0.630358921
953	0.630292871
954	0.630174086
955	0.6301056397
956	0.6300406498
957	0.6299541749
958	0.62986502961959	0.6298125962	960	0.6297316963961	0.62957951964	0.624515689
965	0.6244339135
966	0.6243693087
967	0.6242862496
968	0.6241759077
969	0.6240549069
970	0.6239652906
971	0.6238724606
972	0.6237717876
973	0.6236990874
974	0.6235680984
975	0.6234883921
976	0.6233884654
977	0.6232952414
978	0.6232237806
979	0.6231174016
980	0.6230076287
981	0.6229255227
982	0.6227533183
983	0.6226249458
984	0.6225661481
985	0.6225089944
986	0.6224220817
987	0.6223372517
988	0.6221999176
989	0.6221092389
990	0.6220000041
991	0.6219384139
992	0.621807261
993	0.621718668
994	0.6216345372
995	0.621529428
996	0.62134294
997	0.6212188692
998	0.6211688498
999	0.6210834712
998	0.6260254
999	0.6259506719
